GeneSet	BM448.CG2.LUC.mCherry.no71	BM449.CG2.LUC.mCherry.no75	BM455.CG2.LUC.mCherry.no84	BM462.CG2.LUC.mCherry.no98	BM472.CG2.RAS.mCherry.no77	BM508.CG2.RAS.mCherry.no79	BM522.CG2.RAS.mCherry.no70	BM458.MIC.LUC.mCherry.no102	BM474.MIC.LUC.mCherry.no106	BM485.MIC.LUC.mCherry.no110
Cfp	17.78	6.15	6.72	2.1	4.18	8.67	3.7	87.85	25.7	103.58
Gstm7	1.16	1.77	0.64	1.02	3.47	0.33	2.58	0.51	1.84	0.76
Gstm5	61.62	16.86	105.62	24.21	8.77	8.43	25.83	6.11	37.94	18.64
C2	1.05	0.63	0.98	1.25	0.83	2.22	1.43	0.11	1.34	0.42
Gstm6	0.0	0.0	0.0	0.13	0.0	0.06	0.0	0.0	0.1	0.0
Gstm3	0.0	0.0	0.0	0.07	0.0	0.05	0.0	0.0	0.0	0.0
C3	114.65	9.81	25.42	3.95	4.25	8.01	14.78	485.36	102.36	506.78
Gstm4	4.94	5.06	3.11	4.35	5.28	1.63	7.76	3.68	4.1	6.46
Ar	0.0	0.05	0.01	0.03	0.15	0.05	0.05	0.2	0.07	0.09
Gstm1	49.39	8.64	19.04	3.11	6.02	17.73	32.78	53.98	25.59	123.65
C6	0.13	0.35	0.56	0.18	0.0	0.0	0.0	0.0	0.0	0.0
Gstm2	0.61	1.33	0.29	0.09	0.88	0.12	0.61	0.27	2.89	0.31
Pnoc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C7	9.1	0.48	5.04	10.55	14.97	0.02	1.32	0.02	0.03	0.0
C9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B3glct	4.79	4.58	4.7	4.58	5.49	5.14	7.68	2.88	4.29	3.32
Cga	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rpl3l	0.25	0.29	0.0	0.17	0.36	0.06	0.08	0.48	0.36	1.18
Cdkn2aipnl	66.6	69.4	64.32	65.43	73.58	69.69	70.52	31.02	40.69	52.07
Pnmt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pno1	58.2	61.04	68.14	61.84	66.55	52.97	74.2	9.75	23.26	21.07
Olfr1532-ps1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spaca4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spaca5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11
Gm5426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slco2b1	0.83	1.43	0.22	0.19	0.32	4.73	3.1	0.59	0.98	0.44
Spaca3	0.0	0.0	0.1	0.12	0.0	0.0	0.18	0.0	0.0	0.0
Cgn	0.02	0.02	0.02	0.0	0.0	0.0	0.0	0.0	0.03	0.04
Spaca9	10.49	1.69	6.97	4.75	5.57	0.25	3.88	2.06	0.78	2.33
Terf2ip	9.49	12.52	9.7	14.27	11.91	9.7	10.89	8.03	10.74	8.48
Spaca6	0.21	0.37	0.19	0.23	0.21	1.84	1.33	0.25	0.75	0.69
Spaca7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rpl41	3670.62	3162.56	3885.58	3174.64	2842.41	3880.25	3163.17	1127.19	2105.45	1662.39
Spaca1	0.0	0.0	0.0	0.0	0.11	0.0	0.21	0.0	0.26	0.08
Gm33815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ppwd1	15.36	22.06	23.28	25.19	20.12	23.14	14.59	9.24	12.44	17.39
Rttn	5.06	7.21	6.57	9.92	7.99	5.08	5.69	2.72	3.24	4.13
Nat8f5	0.17	0.1	0.81	0.49	5.54	0.0	0.0	0.0	0.0	0.0
Gm4141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nat8f6	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nat8f3	0.05	0.24	0.1	0.18	0.8	0.0	0.0	0.0	0.0	0.0
Supt20	72.05	64.91	55.21	92.88	64.29	51.16	54.36	38.83	41.24	62.48
Nat8f4	1.48	5.19	1.6	4.04	6.6	0.87	1.22	0.86	1.87	1.44
Gm5475	0.0	0.04	0.06	0.15	0.08	0.0	0.14	0.02	0.0	0.0
Zar1l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nat8f1	3.22	4.28	2.37	5.35	5.22	3.8	2.38	2.52	1.88	1.84
Mei1	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.03	0.0	0.0
Nat8f2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm5478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mei4	0.18	0.0	0.51	0.05	0.0	0.0	0.0	0.65	0.34	0.85
G0s2	3.3	0.46	1.21	0.11	0.33	0.54	0.3	24.94	3.68	48.06
Chm	10.82	8.64	7.47	9.48	13.72	10.69	12.63	9.19	10.56	14.15
Sft2d2	23.75	22.01	19.2	24.13	20.39	10.73	13.38	29.22	34.46	38.37
Kcnd3	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kcnd2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sft2d1	41.9	51.86	40.64	60.21	46.77	42.9	41.18	48.87	36.3	50.24
Kcnd1	1.3	1.68	1.49	1.92	3.69	0.76	1.47	0.25	1.32	0.49
Cp	0.34	0.09	0.12	0.24	0.12	0.69	0.13	0.01	0.42	0.71
Mnat1	25.87	41.11	23.81	35.87	46.41	22.4	30.48	5.99	17.31	11.74
Nat8f7	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0
Cs	118.39	128.31	127.13	115.26	127.64	176.74	139.78	70.57	86.15	99.9
Gsto1	84.62	84.2	90.79	83.07	120.17	53.15	112.3	32.66	94.62	51.89
Poglut1	14.81	19.9	15.41	19.7	20.14	13.51	15.21	8.32	13.23	9.18
Gsto2	0.07	0.28	0.29	0.07	0.33	0.15	0.44	0.13	0.11	0.15
Rab27a	28.81	39.99	19.1	19.65	50.87	7.36	18.47	76.82	45.58	95.23
Ube2g2	37.44	47.5	28.03	40.19	41.49	37.34	45.14	25.04	24.28	35.39
Ube2g1	17.97	21.94	21.22	24.42	31.35	18.68	26.43	11.95	17.11	15.36
Rab27b	143.49	255.95	99.88	183.36	198.71	88.92	189.27	0.94	43.99	1.11
A730046J19Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.01	0.0	0.07
Cic	61.49	58.46	46.1	56.01	61.89	60.69	72.0	67.96	74.52	88.59
Sdad1	26.31	27.92	25.42	24.39	35.01	25.5	33.45	14.19	26.37	17.7
Mtnr1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm5483	15.18	0.82	53.06	1.53	1.43	7.31	4.47	8.26	1.75	74.15
Gm5485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Orai3	23.16	20.37	18.48	27.39	29.93	12.22	21.28	18.35	19.4	20.63
Mtnr1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Orai1	14.72	7.94	7.93	6.57	9.56	5.57	7.67	22.94	16.91	33.01
Orai2	28.87	34.99	19.32	91.77	35.61	9.04	30.31	37.08	36.45	43.31
Rps12-ps3	768.22	528.97	766.9	612.14	495.06	678.77	488.1	246.66	505.02	384.51
Chl1	7.33	1.66	1.34	0.61	16.81	0.43	0.76	0.26	0.14	0.06
Kcne4	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Agtr2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kcne3	8.85	11.18	20.88	13.44	7.31	69.02	28.62	3.67	1.81	4.6
Mefv	3.55	1.04	1.28	0.09	0.56	0.48	0.54	13.71	5.7	21.11
F2	0.83	8.03	2.48	3.14	0.07	0.6	1.32	0.03	1.06	0.13
Kcne2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pdzph1	0.27	6.62	2.23	10.04	10.24	0.37	1.01	0.0	0.0	0.14
F3	0.1	0.0	0.22	0.0	0.08	0.0	0.0	0.99	0.0	0.65
Kcne1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spdef	0.05	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1700008O03Rik	0.77	1.05	0.25	0.32	1.76	0.07	0.24	0.0	0.84	0.45
F5	9.97	1.44	2.0	0.29	0.61	2.0	4.18	32.45	7.81	45.43
Cit	16.08	32.39	23.62	35.5	21.35	24.64	15.66	7.64	12.97	25.59
F7	0.89	0.1	1.08	0.0	0.0	0.0	0.04	0.2	0.11	0.17
F8	1.19	2.16	1.54	1.83	2.54	1.74	1.27	0.17	0.55	0.48
F9	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.31	0.65	0.16
Gstp2	1.29	1.17	1.64	2.24	32.04	2.46	0.95	0.0	0.0	1.81
Gstp3	19.5	10.03	12.49	10.56	4.72	8.83	8.77	1.02	4.16	4.33
Gstp1	184.83	221.29	186.2	207.14	239.07	216.53	248.86	67.48	94.68	72.34
Ly6g6c	0.0	0.1	0.0	0.0	0.0	0.34	0.9	0.0	0.0	0.0
Pnpo	52.03	29.14	41.64	28.88	41.21	112.48	45.29	43.57	137.04	49.66
Chka	8.4	14.6	6.01	11.22	16.97	13.91	15.14	17.65	21.2	22.47
Chkb	38.35	51.61	20.93	33.87	49.71	42.26	45.3	36.59	34.81	43.63
Ly6g6f	0.37	1.53	0.35	0.17	1.79	1.77	1.49	0.0	0.0	0.17
Ly6g6e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ly6g6d	0.34	0.21	0.0	0.0	0.0	0.14	0.19	0.0	0.0	0.0
Gm5493	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0
Olfr112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chml	2.69	4.12	3.34	5.51	5.49	3.65	3.76	3.74	5.5	5.11
Olfr115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm21812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rpl13	1628.59	1308.25	1549.51	1374.56	1319.78	1508.14	1577.96	609.79	1014.98	786.12
Gm5458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm21818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rpl14	2108.84	1681.89	2056.17	1909.79	1579.57	1511.92	2041.87	476.7	1052.7	712.81
Kcnb2	0.0	0.0	0.0	0.01	0.02	0.0	0.0	0.0	0.0	0.0
Rpl15	1013.01	977.2	1040.11	914.51	875.76	988.77	1002.91	335.95	658.07	445.36
Kcnb1	0.09	1.44	0.2	0.53	0.62	0.3	0.08	0.95	0.63	0.61
Rpl17	2859.55	2705.49	2943.77	2756.93	2391.0	2730.94	2658.43	1217.53	2048.45	1471.67
Rpl18	1590.91	1327.31	1673.58	1423.31	1338.88	1513.37	1502.93	580.45	1084.44	742.14
Rpl19	2713.59	2443.44	2683.34	2500.43	2367.47	2539.99	2788.09	1186.98	1870.09	1444.08
Olfr110	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Scaper	5.91	6.06	4.03	7.16	7.14	2.85	4.15	7.73	6.85	8.98
Akirin1	37.76	38.48	32.17	39.82	40.49	33.89	40.86	41.97	36.73	55.32
Akirin2	42.68	47.63	52.69	52.86	51.12	59.43	43.42	26.35	38.34	41.21
Ptafr	3.88	0.35	1.18	0.27	0.36	0.53	0.44	15.41	5.05	23.24
Rpl10	1455.22	1198.76	1485.52	1238.95	1521.85	1089.22	2307.49	640.16	783.45	836.14
Rpl11	1207.23	1133.55	1264.38	1062.99	1092.85	1065.84	1115.6	419.57	714.54	598.91
Rpl12	155.3	148.14	133.86	164.15	168.48	163.26	144.73	49.29	122.72	70.04
Ly6g5b	0.82	1.31	0.53	0.7	0.72	1.38	2.54	6.42	1.47	6.83
Olfr119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ckb	1.58	1.55	1.11	0.44	5.93	4.59	5.31	6.26	3.31	5.01
Ly6g5c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm5460	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm6793	0.48	0.0	0.0	0.57	0.24	0.14	0.0	0.1	0.16	0.0
Gm6792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm21800	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm4131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm5464	0.04	0.09	0.11	0.17	0.0	0.09	0.0	0.07	0.03	0.0
Olfr102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm4133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ckm	0.34	0.08	0.13	0.15	2.69	1.15	6.09	0.35	4.97	0.53
Olfr107	0.0	0.02	0.02	0.09	0.0	0.03	0.0	0.0	0.0	0.02
Gm5468	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0
Kcnc4	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chn1	0.28	0.32	0.13	0.35	2.38	0.39	0.17	0.06	0.55	0.06
Chn2	4.33	12.59	5.61	12.16	30.76	9.86	16.61	4.68	10.01	5.7
Kcnc3	0.08	0.0	0.14	0.28	0.85	0.58	0.58	0.31	0.54	0.23
Kcnc2	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0
Mitd1	30.08	36.05	26.24	36.9	30.39	38.24	24.83	14.45	19.98	17.19
Kcnc1	0.01	0.01	0.03	0.0	0.0	0.02	0.0	0.33	0.08	0.12
Supt16	85.77	92.08	108.63	92.28	90.89	121.33	88.08	40.65	59.62	66.04
Abi3	1.91	0.93	1.58	0.5	1.43	8.64	4.17	13.55	12.28	12.19
Abi2	11.67	9.58	7.5	9.67	14.41	11.07	10.69	3.51	11.0	3.8
Ensa	44.45	59.76	44.86	48.4	51.49	42.22	41.19	35.88	42.25	51.71
Abi1	72.8	96.65	60.52	68.29	75.12	70.2	69.63	69.49	55.03	85.67
Olfr109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ube2j2	69.54	76.63	69.56	77.15	72.09	91.58	77.93	47.46	49.88	59.45
Ube2j1	45.05	55.02	40.76	49.29	65.29	106.51	54.18	41.45	39.14	60.4
Gh	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	1.01	0.94
Leng1	7.19	10.45	6.91	11.01	9.91	7.63	8.32	4.86	7.74	6.54
Gk	7.18	7.89	5.58	6.8	10.82	5.76	10.33	5.69	5.48	10.32
Clasp1	24.75	71.08	43.23	71.77	35.13	35.59	24.94	19.99	22.34	24.51
Clasp2	22.08	25.03	23.59	26.89	22.84	22.24	20.1	12.41	17.06	18.38
Kcnh8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Kcnh7	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kcnh6	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.02	0.0	0.0
Kcnh5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.05
Poteg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clu	15.03	72.78	19.01	7.39	67.89	16.56	22.14	0.52	7.68	0.63
Kcnh4	0.0	0.02	0.1	0.02	0.0	0.0	0.02	0.04	0.07	0.11
Kcnh3	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.01	0.0	0.0
Kcnh2	0.0	0.0	0.14	0.0	0.0	0.0	0.02	0.15	0.1	0.09
Pias3	23.38	18.16	16.0	20.26	19.31	10.87	15.77	12.77	14.54	20.98
Pias4	16.19	16.06	16.67	17.57	14.61	19.73	12.38	11.73	13.21	15.61
Vmn2r9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vmn2r8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Melk	15.46	23.32	19.14	21.25	20.28	25.97	15.8	6.2	8.88	16.88
Vmn2r7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lrtm1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lrtm2	0.12	0.03	0.07	0.0	0.0	0.15	0.09	0.03	0.87	0.09
Hc	0.14	0.0	0.0	0.0	0.02	0.02	0.14	0.19	0.02	1.33
Chpf	0.2	0.34	0.31	0.09	0.62	2.58	0.47	1.37	1.3	1.22
Pias1	26.28	32.52	27.94	29.21	34.87	26.03	24.26	24.48	25.28	38.63
Men1	22.3	20.53	22.15	28.32	27.01	17.55	23.15	16.76	24.4	21.19
Pias2	13.63	18.78	13.45	18.72	17.24	15.98	17.06	8.08	13.14	12.1
Ldlrap1	28.09	51.25	24.55	43.34	42.46	160.13	42.86	19.63	22.06	33.62
Chp1	101.88	97.46	85.09	86.29	78.98	78.27	78.73	100.73	74.7	123.35
Nsmce4a	125.94	146.32	162.67	132.34	148.73	142.55	109.39	72.03	72.87	89.54
Chp2	0.11	0.39	0.05	0.06	0.0	0.04	0.0	1.16	0.34	1.11
Hp	234.23	27.06	72.73	9.25	8.39	13.37	23.92	686.7	161.61	877.64
Vmn2r2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vmn2r1	0.0	0.07	0.0	0.0	0.03	0.0	0.03	0.0	0.02	0.0
Hr	0.15	0.05	0.0	0.07	0.03	0.12	0.05	0.1	0.04	0.12
Vmn2r6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vmn2r5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vmn2r4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vmn2r3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rnf41	10.42	10.88	11.04	14.48	19.61	10.51	15.21	18.43	18.55	21.22
Kcnj3	0.07	0.0	0.0	0.0	0.0	0.41	1.79	0.0	0.0	0.0
Ubiad1	8.4	9.7	7.46	10.34	11.26	6.88	6.69	4.56	6.07	5.4
Rnf40	30.97	40.37	31.65	39.55	42.05	41.39	35.3	38.22	39.69	50.67
Kcnj2	1.13	0.25	0.62	0.05	0.11	0.07	0.16	2.75	0.55	4.48
Dgat2	10.19	1.03	3.27	0.4	0.63	0.28	1.56	29.16	5.81	31.75
Kcnj1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.15	0.06
2310033P09Rik	21.06	26.77	27.46	28.84	27.39	29.43	29.16	10.1	18.53	14.62
BC030499	0.06	0.36	0.29	0.66	0.58	0.3	0.24	0.24	0.03	0.4
Dgat1	31.48	25.18	11.53	11.92	11.1	7.99	9.3	91.37	27.09	129.58
Gstt4	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.06	0.0	0.0
Gstt2	8.96	12.84	10.67	4.66	32.34	6.05	16.62	10.45	11.45	15.97
Leng8	36.4	42.72	23.47	51.29	36.63	38.37	20.15	39.32	43.72	46.03
Nhp2	127.8	128.06	152.95	132.37	151.75	114.88	126.83	22.8	60.27	41.97
Gstt3	1.32	5.93	2.15	5.41	15.39	0.47	2.08	0.92	4.69	1.02
Leng9	1.69	2.39	1.92	3.45	3.84	2.62	2.82	1.96	1.91	1.77
Gstt1	0.99	14.36	3.16	7.12	27.89	0.51	1.4	0.8	1.45	5.42
Zc3h11a	55.14	65.48	50.83	74.31	73.44	51.89	56.57	61.52	69.17	64.02
Rnf44	39.11	34.36	22.66	32.98	44.29	35.31	33.44	35.93	40.84	47.6
Rnf43	1.92	2.5	1.79	2.93	2.65	3.36	2.52	1.23	0.35	1.33
Lenep	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0
Ik	120.29	159.75	116.04	140.62	153.34	114.57	166.54	75.84	94.94	101.49
Eny2	28.4	26.54	35.58	28.02	29.39	37.95	27.47	8.36	18.8	18.33
Cnp	20.67	33.23	18.17	28.23	42.45	36.44	33.49	67.79	58.12	70.23
Dmtf1	21.86	23.42	16.78	25.42	26.32	16.51	27.03	23.86	20.95	25.06
Ube2v2	42.85	49.57	63.39	49.24	46.87	50.07	35.17	20.08	26.86	23.71
Ube2v1	242.52	241.09	223.92	231.4	218.64	263.78	248.79	85.56	134.16	129.15
Sdr39u1	22.07	12.54	16.66	14.12	15.61	16.08	19.92	4.35	2.59	4.63
Fam32a	72.91	56.38	65.95	43.09	62.9	37.18	43.28	50.55	44.66	70.17
Kcnf1	0.02	0.0	0.02	0.0	0.0	0.12	0.64	0.01	0.01	0.0
Chrd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tiparp	5.43	6.89	3.08	4.68	6.2	3.42	3.76	9.36	5.57	12.22
Abl2	13.32	11.7	9.32	9.78	14.96	8.51	12.82	5.72	14.73	9.19
Abl1	24.43	27.59	18.68	23.05	32.47	15.25	22.1	15.06	20.49	18.82
Gm45861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
Npas4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0
Npas3	0.0	0.05	0.01	0.05	0.0	0.01	0.07	0.0	0.01	0.0
Npas2	0.04	0.02	0.04	0.0	0.15	0.0	0.0	0.05	0.02	0.01
Npas1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0
1700019D03Rik	0.15	0.03	0.16	0.36	0.16	0.02	0.28	0.13	0.03	0.25
Kcng4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kcng3	0.02	0.58	0.11	0.62	0.18	0.2	0.7	0.0	0.02	0.0
Kcng2	2.37	4.78	3.96	4.91	15.11	0.69	5.25	0.09	0.07	0.25
Kcng1	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.16	0.55
Kcnh1	0.02	0.02	0.0	0.0	0.02	0.1	0.0	0.0	0.0	0.01
Ntng2	9.38	1.72	2.17	1.99	4.33	1.06	4.44	35.47	9.76	44.6
Ntng1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P4ha1	14.97	10.08	10.26	11.3	17.5	12.22	24.86	9.57	8.48	9.82
Supt4a	122.52	105.99	136.45	99.23	91.06	144.41	109.89	81.77	84.01	109.6
P4ha2	0.31	0.68	0.17	0.32	0.35	1.77	1.17	0.27	0.03	0.0
Cpd	40.22	25.79	43.93	30.23	23.01	49.54	29.39	16.56	10.41	31.36
Ireb2	23.37	29.86	29.01	38.0	29.66	23.44	19.77	18.87	19.98	23.24
P4ha3	0.0	0.07	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0
Cpe	0.58	0.35	0.38	0.17	0.92	0.19	0.27	0.0	0.38	0.0
Gm45871	2.91	4.52	3.79	6.85	4.13	0.82	1.87	3.65	4.25	3.11
Gm20594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm21876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm44511	2.11	1.77	0.23	0.0	0.68	0.0	0.0	0.95	0.91	0.11
Cpm	0.03	0.13	0.07	0.02	0.1	0.37	0.2	10.83	9.05	10.84
Kl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm45844	1.56	1.24	0.34	0.7	0.77	0.13	0.45	0.59	1.78	0.27
Pde10a	0.78	0.39	0.19	0.0	0.52	2.32	2.01	0.63	3.85	0.54
Cr2	0.0	0.12	0.03	0.02	0.12	0.19	0.13	24.76	11.48	10.95
Awat2	0.57	0.62	0.49	1.03	1.12	0.16	0.25	0.1	0.32	0.24
Gm21874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Awat1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.47
Cpq	8.14	38.15	11.75	32.7	60.95	2.37	4.75	4.26	11.61	8.36
Gm20547	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.11	0.02
Rnf17	0.0	3.06	2.21	0.0	0.02	0.59	0.02	0.07	0.0	0.0
Drap1	165.51	213.85	149.61	186.4	152.1	135.97	177.17	69.98	88.78	94.08
Cypt12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mepe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cpz	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cypt15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bcat1	0.2	0.19	0.23	0.0	0.0	0.18	0.1	4.22	0.75	1.77
Clasrp	21.9	31.84	14.62	30.56	28.1	20.46	20.83	21.79	25.41	23.13
Bcat2	20.74	21.0	17.58	18.19	33.75	38.03	23.62	17.11	22.36	25.15
Ky	0.0	0.0	0.01	0.0	0.0	0.0	0.01	0.0	0.01	0.0
Cypt14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bcas3	54.83	71.49	50.65	71.05	61.47	54.63	53.77	13.64	21.71	20.28
Rnf14	31.72	34.29	34.3	40.05	34.08	34.21	31.95	24.89	23.75	35.71
Rnf13	29.84	31.08	21.44	43.76	54.48	12.04	27.35	40.49	21.81	58.23
Rnf11	32.56	29.45	37.1	32.86	27.88	42.35	33.56	39.37	50.8	46.26
Rnf10	294.45	261.52	251.35	331.4	184.28	195.82	204.57	236.19	279.54	177.24
Gm21870	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm21865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm21866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm21863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ube2q2	26.03	29.28	28.6	32.75	34.32	24.54	23.85	12.06	20.52	17.49
Ube2q1	69.55	76.1	55.56	72.67	79.89	55.94	73.95	70.53	67.38	75.64
